"wd_id","wd_id_new","population","name_ar","name_bn","name_de","name_en","name_es","name_fr","name_el","name_hi","name_hu","name_id","name_it","name_ja","name_ko","name_nl","name_pl","name_pt","name_ru","name_sv","name_tr","name_vi","name_zh"
"Q148","","1409517397","جمهورية الصين الشعبية","গণপ্রজাতন্ত্রী চীন","Volksrepublik China","People's Republic of China","República Popular China","République populaire de Chine","Λαϊκή Δημοκρατία της Κίνας","चीनी जनवादी गणराज्य","Kína","Republik Rakyat Tiongkok","Cina","中華人民共和国","중화인민공화국","Volksrepubliek China","Chińska Republika Ludowa","China","Китайская Народная Республика","Kina","Çin Halk Cumhuriyeti","Cộng hòa Nhân dân Trung Hoa","中华人民共和国"
"Q155","","200361925","البرازيل","ব্রাজিল","Brasilien","Brazil","Brasil","Brésil","Βραζιλία","ब्राज़ील","Brazília","Brasil","Brasile","ブラジル","브라질","Brazilië","Brazylia","Brasil","Бразилия","Brasilien","Brezilya","Brasil","巴西"
"Q843","","182142594","باكستان","পাকিস্তান","Pakistan","Pakistan","Pakistán","Pakistan","Πακιστάν","पाकिस्तान","Pakisztán","Pakistan","Pakistan","パキスタン","파키스탄","Pakistan","Pakistan","Paquistão","Пакистан","Pakistan","Pakistan","Pakistan","巴基斯坦"
"Q846","","2168673","قطر","কাতার","Katar","Qatar","Catar","Qatar","Κατάρ","क़तर","Katar","Qatar","Qatar","カタール","카타르","Qatar","Katar","Catar","Катар","Qatar","Katar","Qatar","卡塔尔"
"Q851","","28828870","المملكة العربية السعودية","সৌদি আরব","Saudi-Arabien","Saudi Arabia","Arabia Saudita","Arabie saoudite","Σαουδική Αραβία","सउदी अरब","Szaúd-Arábia","Arab Saudi","Arabia Saudita","サウジアラビア","사우디아라비아","Saoedi-Arabië","Arabia Saudyjska","Arábia Saudita","Саудовская Аравия","Saudiarabien","Suudi Arabistan","Ả Rập Saudi","沙特阿拉伯"
"Q854","","20277597","سريلانكا","শ্রীলঙ্কা","Sri Lanka","Sri Lanka","Sri Lanka","Sri Lanka","Σρι Λάνκα","श्रीलंका","Srí Lanka","Sri Lanka","Sri Lanka","スリランカ","스리랑카","Sri Lanka","Sri Lanka","Sri Lanka","Шри-Ланка","Sri Lanka","Sri Lanka","Sri Lanka","斯里蘭卡"
"Q159","","146804372","روسيا","রাশিয়া","Russland","Russia","Rusia","Russie","Ρωσία","रूस","Oroszország","Rusia","Russia","ロシア","러시아","Rusland","Rosja","Rússia","Россия","Ryssland","Rusya","Nga","俄罗斯"
"Q858","","22845550","سوريا","সিরিয়া","Syrien","Syria","Siria","Syrie","Συρία","सीरिया","Szíria","Suriah","Siria","シリア","시리아","Syrië","Syria","Síria","Сирия","Syrien","Suriye","Syria","叙利亚"
"Q183","","81292400","ألمانيا","জার্মানি","Deutschland","Germany","Alemania","Allemagne","Γερμανία","जर्मनी","Németország","Jerman","Germania","ドイツ","독일","Duitsland","Niemcy","Alemanha","Германия","Tyskland","Almanya","Đức","德国"
"Q863","","8610000","طاجيكستان","তাজিকিস্তান","Tadschikistan","Tajikistan","Tayikistán","Tadjikistan","Τατζικιστάν","ताजिकिस्तान","Tádzsikisztán","Tajikistan","Tagikistan","タジキスタン","타지키스탄","Tadzjikistan","Tadżykistan","Tajiquistão","Таджикистан","Tadzjikistan","Tacikistan","Tajikistan","塔吉克斯坦"
"Q865","","23508362","تايوان","তাইওয়ান","Taiwan","Taiwan","Taiwán","Taïwan","Δημοκρατία της Κίνας","चीनी गणराज्य","Kínai Köztársaság","Republik Tiongkok","Taiwan","中華民国","중화민국","Taiwan","Republika Chińska","Taiwan","Китайская Республика","Taiwan","Çin Cumhuriyeti","Đài Loan","中華民國"
"Q184","","9494200","روسيا البيضاء","বেলারুশ","Weißrussland","Belarus","Bielorrusia","Biélorussie","Λευκορωσία","बेलारूस","Fehéroroszország","Belarus","Bielorussia","ベラルーシ","벨라루스","Wit-Rusland","Białoruś","Bielorrússia","Белоруссия","Vitryssland","Beyaz Rusya","Belarus","白罗斯"
"Q869","","65931550","تايلاند","থাইল্যান্ড","Thailand","Thailand","Tailandia","Thaïlande","Ταϊλάνδη","थाईलैण्ड","Thaiföld","Thailand","Thailandia","タイ王国","태국","Thailand","Tajlandia","Tailândia","Таиланд","Thailand","Tayland","Thái Lan","泰国"
"Q214","","5426252","سلوفاكيا","স্লোভাকিয়া","Slowakei","Slovakia","Eslovaquia","Slovaquie","Σλοβακία","स्लोवाकिया","Szlovákia","Slowakia","Slovacchia","スロバキア","슬로바키아","Slowakije","Słowacja","Eslováquia","Словакия","Slovakien","Slovakya","Slovakia","斯洛伐克"
"Q874","","5125693","تركمانستان","তুর্কমেনিস্তান","Turkmenistan","Turkmenistan","Turkmenistán","Turkménistan","Τουρκμενιστάν","तुर्कमेनिस्तान","Türkmenisztán","Turkmenistan","Turkmenistan","トルクメニスタン","투르크메니스탄","Turkmenistan","Turkmenistan","Turquemenistão","Туркмения","Turkmenistan","Türkmenistan","Turkmenistan","土库曼斯坦"
"Q878","","9346129","الإمارات العربية المتحدة","সংযুক্ত আরব আমিরাত","Vereinigte Arabische Emirate","United Arab Emirates","Emiratos Árabes Unidos","Émirats arabes unis","Ηνωμένα Αραβικά Εμιράτα","संयुक्त अरब अमीरात","Egyesült Arab Emírségek","Uni Emirat Arab","Emirati Arabi Uniti","アラブ首長国連邦","아랍에미리트","Verenigde Arabische Emiraten","Zjednoczone Emiraty Arabskie","Emirados Árabes Unidos","Объединённые Арабские Эмираты","Förenade Arabemiraten","Birleşik Arap Emirlikleri","Các Tiểu vương quốc Ả Rập Thống nhất","阿拉伯联合酋长国"
"Q881","","91700000","فيتنام","ভিয়েতনাম","Vietnam","Vietnam","Vietnam","Viêt Nam","Βιετνάμ","वियतनाम","Vietnám","Vietnam","Vietnam","ベトナム","베트남","Vietnam","Wietnam","Vietname","Вьетнам","Vietnam","Vietnam","Việt Nam","越南"
"Q221","","2107158","جمهورية مقدونيا","ম্যাসেডোনিয়া প্রজাতন্ত্র","Mazedonien","Republic of Macedonia","República de Macedonia","République de Macédoine","πρώην Γιουγκοσλαβική Δημοκρατία της Μακεδονίας","मैसिडोनिया","Macedónia","Republik Makedonia","Repubblica di Macedonia","マケドニア共和国","마케도니아 공화국","Macedonië","Macedonia","República da Macedónia","Республика Македония","Makedonien","Makedonya Cumhuriyeti","Cộng hòa Macedonia","馬其頓共和國"
"Q222","","3020209","ألبانيا","আলবেনিয়া","Albanien","Albania","Albania","Albanie","Αλβανία","अल्बानिया","Albánia","Albania","Albania","アルバニア","알바니아","Albanië","Albania","Albânia","Албания","Albanien","Arnavutluk","Albania","阿尔巴尼亚"
"Q224","","4284889","كرواتيا","ক্রোয়েশিয়া","Kroatien","Croatia","Croacia","Croatie","Κροατία","क्रोएशिया","Horvátország","Kroasia","Croazia","クロアチア","크로아티아","Kroatië","Chorwacja","Croácia","Хорватия","Kroatien","Hırvatistan","Croatia","克罗地亚"
"Q884","","51069375","كوريا الجنوبية","দক্ষিণ কোরিয়া","Südkorea","South Korea","Corea del Sur","Corée du Sud","Νότια Κορέα","दक्षिण कोरिया","Dél-Korea","Korea Selatan","Corea del Sud","大韓民国","대한민국","Zuid-Korea","Korea Południowa","Coreia do Sul","Республика Корея","Sydkorea","Güney Kore","Hàn Quốc","大韩民国"
"Q225","","3531159","البوسنة والهرسك","বসনিয়া ও হার্জেগোভিনা","Bosnien und Herzegowina","Bosnia and Herzegovina","Bosnia y Herzegovina","Bosnie-Herzégovine","Βοσνία και Ερζεγοβίνη","बॉस्निया और हर्ज़ेगोविना","Bosznia-Hercegovina","Bosnia dan Herzegovina","Bosnia ed Erzegovina","ボスニア・ヘルツェゴビナ","보스니아 헤르체고비나","Bosnië en Herzegovina","Bośnia i Hercegowina","Bósnia e Herzegovina","Босния и Герцеговина","Bosnien och Hercegovina","Bosna-Hersek","Bosna và Hercegovina","波斯尼亚和黑塞哥维那"
"Q889","","31822848","أفغانستان","আফগানিস্তান","Afghanistan","Afghanistan","Afganistán","Afghanistan","Αφγανιστάν","अफ़्गानिस्तान","Afganisztán","Afganistan","Afghanistan","アフガニスタン","아프가니스탄","Afghanistan","Afganistan","Afeganistão","Афганистан","Afghanistan","Afganistan","Afghanistan","阿富汗"
"Q227","","9416801","أذربيجان","আজারবাইজান","Aserbaidschan","Azerbaijan","Azerbaiyán","Azerbaïdjan","Αζερμπαϊτζάν","अज़रबैजान","Azerbajdzsán","Azerbaijan","Azerbaigian","アゼルバイジャン","아제르바이잔","Azerbeidzjan","Azerbejdżan","Azerbaijão","Азербайджан","Azerbajdzjan","Azerbaycan","Azerbaijan","阿塞拜疆"
"Q902","","156594962","بنغلاديش","বাংলাদেশ","Bangladesch","Bangladesh","Bangladés","Bangladesh","Μπανγκλαντές","बांग्लादेश","Banglades","Bangladesh","Bangladesh","バングラデシュ","방글라데시","Bangladesh","Bangladesz","Bangladesh","Бангладеш","Bangladesh","Bangladeş","Bangladesh","孟加拉国"
"Q229","","1141166","قبرص","সাইপ্রাস","Republik Zypern","Cyprus","Chipre","Chypre","Κύπρος","साइप्रस","Ciprus","Siprus","Cipro","キプロス","키프로스","Cyprus","Cypr","Chipre","Кипр","Cypern","Kıbrıs Cumhuriyeti","Cộng hòa Síp","賽普勒斯"
"Q912","","15301650","مالي","মালি","Mali","Mali","Malí","Mali","Μάλι","माली","Mali","Mali","Mali","マリ共和国","말리","Mali","Mali","Mali","Мали","Mali","Mali","Mali","马里共和国"
"Q230","","3729500","جورجيا","জর্জিয়া","Georgien","Georgia","Georgia","Géorgie","Γεωργία","जॉर्जिया","Grúzia","Georgia","Georgia","ジョージア","조지아","Georgië","Gruzja","Geórgia","Грузия","Georgien","Gürcistan","Gruzia","格鲁吉亚"
"Q916","","21471618","أنغولا","অ্যাঙ্গোলা","Angola","Angola","Angola","Angola","Ανγκόλα","अंगोला","Angola","Angola","Angola","アンゴラ","앙골라","Angola","Angola","Angola","Ангола","Angola","Angola","Angola","安哥拉"
"Q917","","753947","بوتان","ভূটান","Bhutan","Bhutan","Bután","Bhoutan","Μπουτάν","भूटान","Bhután","Bhutan","Bhutan","ブータン","부탄","Bhutan","Bhutan","Butão","Бутан","Bhutan","Bhutan","Bhutan","不丹"
"Q241","","11265629","كوبا","কিউবা","Kuba","Cuba","Cuba","Cuba","Κούβα","क्यूबा","Kuba","Kuba","Cuba","キューバ","쿠바","Cuba","Kuba","Cuba","Куба","Kuba","Küba","Cuba","古巴"
"Q236","","620029","الجبل الأسود","মন্টিনিগ্রো","Montenegro","Montenegro","Montenegro","Monténégro","Μαυροβούνιο","मॉन्टेनीग्रो","Montenegró","Montenegro","Montenegro","モンテネグロ","몬테네그로","Montenegro","Czarnogóra","Montenegro","Черногория","Montenegro","Karadağ","Montenegro","蒙特內哥羅"
"Q921","","417784","بروناي","ব্রুনাই","Brunei","Brunei","Brunéi","Brunei","Μπρουνέι","ब्रुनेई","Brunei","Brunei Darussalam","Brunei","ブルネイ","브루나이","Brunei","Brunei","Brunei","Бруней","Brunei","Brunei","Brunei","文莱"
"Q924","","49253126","تنزانيا","তানজানিয়া","Tansania","Tanzania","Tanzania","Tanzanie","Τανζανία","तंज़ानिया","Tanzánia","Tanzania","Tanzania","タンザニア","탄자니아","Tanzania","Tanzania","Tanzânia","Танзания","Tanzania","Tanzanya","Tanzania","坦桑尼亚"
"Q242","","366954","بليز","বেলিজ","Belize","Belize","Belice","Belize","Μπελίζε","बेलीज़","Belize","Belize","Belize","ベリーズ","벨리즈","Belize","Belize","Belize","Белиз","Belize","Belize","Belize","伯利兹"
"Q252","","249865631","إندونيسيا","ইন্দোনেশিয়া","Indonesien","Indonesia","Indonesia","Indonésie","Ινδονησία","इंडोनेशिया","Indonézia","Indonesia","Indonesia","インドネシア","인도네시아","Indonesië","Indonezja","Indonésia","Индонезия","Indonesien","Endonezya","Indonesia","印度尼西亚"
"Q928","","100981437","الفلبين","ফিলিপাইন","Philippinen","Philippines","Filipinas","Philippines","Φιλιππίνες","फ़िलीपीन्स","Fülöp-szigetek","Filipina","Filippine","フィリピン","필리핀","Filipijnen","Filipiny","Filipinas","Филиппины","Filippinerna","Filipinler","Philippines","菲律宾"
"Q750","","10671200","بوليفيا","বলিভিয়া","Bolivien","Bolivia","Bolivia","Bolivie","Βολιβία","बोलिविया","Bolívia","Bolivia","Bolivia","ボリビア","볼리비아","Bolivia","Boliwia","Bolívia","Боливия","Bolivia","Bolivya","Bolivia","玻利維亞"
"Q945","","6816982","توغو","টোগো","Togo","Togo","Togo","Togo","Τόγκο","टोगो","Togo","Togo","Togo","トーゴ","토고","Togo","Togo","Togo","Того","Togo","Togo","Togo","多哥"
"Q929","","4616417","جمهورية أفريقيا الوسطى","মধ্য আফ্রিকান প্রজাতন্ত্র","Zentralafrikanische Republik","Central African Republic","República Centroafricana","République centrafricaine","Κεντροαφρικανική Δημοκρατία","मध्य अफ़्रीकी गणराज्य","Közép-afrikai Köztársaság","Republik Afrika Tengah","Repubblica Centrafricana","中央アフリカ共和国","중앙아프리카 공화국","Centraal-Afrikaanse Republiek","Republika Środkowoafrykańska","República Centro-Africana","Центральноафриканская Республика","Centralafrikanska republiken","Orta Afrika Cumhuriyeti","Cộng hòa Trung Phi","中非共和國"
"Q754","","1341151","ترينيداد وتوباغو","ত্রিনিদাদ ও টোবাগো","Trinidad und Tobago","Trinidad and Tobago","Trinidad y Tobago","Trinité-et-Tobago","Τρινιντάντ και Τομπάγκο","त्रिनिदाद और टोबैगो","Trinidad és Tobago","Trinidad dan Tobago","Trinidad e Tobago","トリニダード・トバゴ","트리니다드 토바고","Trinidad en Tobago","Trynidad i Tobago","Trinidad e Tobago","Тринидад и Тобаго","Trinidad och Tobago","Trinidad ve Tobago","Trinidad và Tobago","千里達及托巴哥"
"Q766","","2950210","جامايكا","জ্যামাইকা","Jamaika","Jamaica","Jamaica","Jamaïque","Τζαμάικα","जमैका","Jamaica","Jamaika","Giamaica","ジャマイカ","자메이카","Jamaica","Jamajka","Jamaica","Ямайка","Jamaica","Jamaika","Jamaica","牙买加"
"Q774","","15468203","غواتيمالا","গুয়াতেমালা","Guatemala","Guatemala","Guatemala","Guatemala","Γουατεμάλα","ग्वाटेमाला","Guatemala","Guatemala","Guatemala","グアテマラ","과테말라","Guatemala","Gwatemala","Guatemala","Гватемала","Guatemala","Guatemala","Guatemala","危地马拉"
"Q948","","11304500","تونس","তিউনিসিয়া","Tunesien","Tunisia","Túnez","Tunisie","Τυνησία","ट्यूनिशिया","Tunézia","Tunisia","Tunisia","チュニジア","튀니지","Tunesië","Tunezja","Tunísia","Тунис","Tunisien","Tunus","Tunisia","突尼西亞"
"Q953","","14309466","زامبيا","জাম্বিয়া","Sambia","Zambia","Zambia","Zambie","Ζάμπια","ज़ाम्बिया","Zambia","Zambia","Zambia","ザンビア","잠비아","Zambia","Zambia","Zâmbia","Замбия","Zambia","Zambiya","Zambia","赞比亚"
"Q778","","377374","باهاماس","বাহামা দ্বীপপুঞ্জ","Bahamas","The Bahamas","Bahamas","Bahamas","Μπαχάμες","बहामास","Bahama-szigetek","Bahama","Bahama","バハマ","바하마","Bahama's","Bahamy","Bahamas","Багамские Острова","Bahamas","Bahamalar","Bahamas","巴哈马"
"Q786","","10403761","جمهورية الدومينيكان","ডোমিনিকান প্রজাতন্ত্র","Dominikanische Republik","Dominican Republic","República Dominicana","République dominicaine","Δομινικανή Δημοκρατία","डोमिनिकन गणराज्य","Dominikai Köztársaság","Republik Dominika","Repubblica Dominicana","ドミニカ共和国","도미니카 공화국","Dominicaanse Republiek","Dominikana","República Dominicana","Доминиканская Республика","Dominikanska republiken","Dominik Cumhuriyeti","Cộng hòa Dominica","多明尼加"
"Q783","","8097688","هندوراس","হন্ডুরাস","Honduras","Honduras","Honduras","Honduras","Ονδούρα","हौण्डुरस","Honduras","Honduras","Honduras","ホンジュラス","온두라스","Honduras","Honduras","Honduras","Гондурас","Honduras","Honduras","Honduras","洪都拉斯"
"Q954","","14149648","زيمبابوي","জিম্বাবুয়ে","Simbabwe","Zimbabwe","Zimbabue","Zimbabwe","Ζιμπάμπουε","ज़िम्बाब्वे","Zimbabwe","Zimbabwe","Zimbabwe","ジンバブエ","짐바브웨","Zimbabwe","Zimbabwe","Zimbábue","Зимбабве","Zimbabwe","Zimbabve","Zimbabwe","辛巴威"
"Q958","","12340000","جنوب السودان","দক্ষিণ সুদান","Südsudan","South Sudan","Sudán del Sur","Soudan du Sud","Νότιο Σουδάν","दक्षिण सूडान","Dél-Szudán","Sudan Selatan","Sudan del Sud","南スーダン","남수단","Zuid-Soedan","Sudan Południowy","Sudão do Sul","Южный Судан","Sydsudan","Güney Sudan","Nam Sudan","南苏丹"
"Q962","","10323474","بنين","বেনিন","Benin","Benin","Benín","Bénin","Μπενίν","बेनिन","Benin","Benin","Benin","ベナン","베냉","Benin","Benin","Benim","Бенин","Benin","Benin","Bénin","贝宁"
"Q792","","6340454","السلفادور","এল সালভাদোর","El Salvador","El Salvador","El Salvador","Salvador","Ελ Σαλβαδόρ","अल साल्वाडोर","El Salvador","El Salvador","El Salvador","エルサルバドル","엘살바도르","El Salvador","Salwador","El Salvador","Сальвадор","El Salvador","El Salvador","El Salvador","萨尔瓦多"
"Q790","","10317461","هايتي","হাইতি","Haiti","Haiti","Haití","Haïti","Αϊτή","हैती","Haiti","Haiti","Haiti","ハイチ","아이티","Haïti","Haiti","Haiti","Республика Гаити","Haiti","Haiti","Haiti","海地"
"Q963","","2021144","بوتسوانا","বতসোয়ানা","Botswana","Botswana","Botsuana","Botswana","Μποτσουάνα","बोत्सवाना","Botswana","Botswana","Botswana","ボツワナ","보츠와나","Botswana","Botswana","Botsuana","Ботсвана","Botswana","Botsvana","Botswana","波札那"
"Q965","","16934839","بوركينا فاسو","বুর্কিনা ফাসো","Burkina Faso","Burkina Faso","Burkina Faso","Burkina Faso","Μπουρκίνα Φάσο","बुर्किना फासो","Burkina Faso","Burkina Faso","Burkina Faso","ブルキナファソ","부르키나파소","Burkina Faso","Burkina Faso","Burkina Faso","Буркина-Фасо","Burkina Faso","Burkina Faso","Burkina Faso","布吉納法索"
"Q794","","77447168","إيران","ইরান","Iran","Iran","Irán","Iran","Ιράν","ईरान","Irán","Iran","Iran","イラン","이란","Iran","Iran","Irão","Иран","Iran","İran","Iran","伊朗"
"Q796","","33417476","العراق","ইরাক","Irak","Iraq","Irak","Irak","Ιράκ","इराक़","Irak","Irak","Iraq","イラク","이라크","Irak","Irak","Iraque","Ирак","Irak","Irak","Iraq","伊拉克"
"Q967","","10162532","بوروندي","বুরুন্ডি","Burundi","Burundi","Burundi","Burundi","Μπουρούντι","बुरुण्डी","Burundi","Burundi","Burundi","ブルンジ","부룬디","Burundi","Burundi","Burundi","Бурунди","Burundi","Burundi","Burundi","蒲隆地"
"Q971","","4447632","جمهورية الكونغو","কঙ্গো প্রজাতন্ত্র","Republik Kongo","Republic of the Congo","República del Congo","République du Congo","Δημοκρατία του Κονγκό","कांगो गणराज्य","Kongói Köztársaság","Republik Kongo","Repubblica del Congo","コンゴ共和国","콩고 공화국","Republiek Congo","Kongo","Congo","Республика Конго","Kongo-Brazzaville","Kongo Cumhuriyeti","Cộng hòa Congo","刚果共和国"
"Q801","","8796200","إسرائيل","ইসরায়েল","Israel","Israel","Israel","Israël","Ισραήλ","इज़राइल","Izrael","Israel","Israele","イスラエル","이스라엘","Israël","Izrael","Israel","Израиль","Israel","İsrail","Israel","以色列"
"Q800","","4872166","كوستاريكا","কোস্টা রিকা","Costa Rica","Costa Rica","Costa Rica","Costa Rica","Κόστα Ρίκα","कोस्टा रीका","Costa Rica","Kosta Rika","Costa Rica","コスタリカ","코스타리카","Costa Rica","Kostaryka","Costa Rica","Коста-Рика","Costa Rica","Kosta Rika","Costa Rica","哥斯达黎加"
"Q974","","67513677","جمهورية الكونغو الديمقراطية","গণতান্ত্রিক কঙ্গো প্রজাতন্ত্র","Demokratische Republik Kongo","Democratic Republic of the Congo","República Democrática del Congo","République démocratique du Congo","Λαϊκή Δημοκρατία του Κονγκό","कांगो लोकतान्त्रिक गणराज्य","Kongói Demokratikus Köztársaság","Republik Demokratik Kongo","Repubblica Democratica del Congo","コンゴ民主共和国","콩고 민주 공화국","Congo-Kinshasa","Demokratyczna Republika Konga","República Democrática do Congo","Демократическая Республика Конго","Kongo-Kinshasa","Demokratik Kongo Cumhuriyeti","Cộng hòa Dân chủ Congo","刚果民主共和国"
"Q977","","872932","جيبوتي","জিবুতি","Dschibuti","Djibouti","Yibuti","Djibouti","Τζιμπουτί","जिबूती","Dzsibuti","Djibouti","Gibuti","ジブチ","지부티","Djibouti","Dżibuti","Djibouti","Джибути","Djibouti","Cibuti","Djibouti","吉布提"
"Q804","","3864170","بنما","পানামা","Panama","Panama","Panamá","Panama","Παναμάς","पनामा","Panama","Panama","Panama","パナマ","파나마","Panama","Panama","Panamá","Панама","Panama","Panama","Panama","巴拿马"
"Q983","","757014","غينيا الاستوائية","বিষুবীয় গিনি","Äquatorialguinea","Equatorial Guinea","Guinea Ecuatorial","Guinée équatoriale","Ισημερινή Γουινέα","भूमध्यरेखीय गिनी","Egyenlítői-Guinea","Guinea Khatulistiwa","Guinea Equatoriale","赤道ギニア","적도 기니","Equatoriaal-Guinea","Gwinea Równikowa","Guiné Equatorial","Экваториальная Гвинея","Ekvatorialguinea","Ekvator Ginesi","Guinea Xích Đạo","赤道几内亚"
"Q986","","6333135","إرتريا","ইরিত্রিয়া","Eritrea","Eritrea","Eritrea","Érythrée","Ερυθραία","इरित्रिया","Eritrea","Eritrea","Eritrea","エリトリア","에리트레아","Eritrea","Erytrea","Eritreia","Эритрея","Eritrea","Eritre","Eritrea","厄立特里亚"
"Q805","","26183676","اليمن","ইয়েমেন","Jemen","Yemen","Yemen","Yémen","Υεμένη","यमन","Jemen","Yaman","Yemen","イエメン","예멘","Jemen","Jemen","Iémen","Йемен","Jemen","Yemen","Yemen","也门"
"Q810","","9813095","الأردن","জর্দান","Jordanien","Jordan","Jordania","Jordanie","Ιορδανία","जॉर्डन","Jordánia","Yordania","Giordania","ヨルダン","요르단","Jordanië","Jordania","Jordânia","Иордания","Jordanien","Ürdün","Jordan","约旦"
"Q1000","","1671711","الغابون","গ্যাবন","Gabun","Gabon","Gabón","Gabon","Γκαμπόν","गबॉन","Gabon","Gabon","Gabon","ガボン","가봉","Gabon","Gabon","Gabão","Габон","Gabon","Gabon","Gabon","加蓬"
"Q811","","6080478","نيكاراغوا","নিকারাগুয়া","Nicaragua","Nicaragua","Nicaragua","Nicaragua","Νικαράγουα","निकारागुआ","Nicaragua","Nikaragua","Nicaragua","ニカラグア","니카라과","Nicaragua","Nikaragua","Nicarágua","Никарагуа","Nicaragua","Nikaragua","Nicaragua","尼加拉瓜"
"Q1005","","1849285","غامبيا","গাম্বিয়া","Gambia","The Gambia","Gambia","Gambie","Γκάμπια","गाम्बिया","Gambia","Gambia","Gambia","ガンビア","감비아","Gambia","Gambia","Gâmbia","Гамбия","Gambia","Gambiya","Gambia","冈比亚"
"Q813","","6000000","قيرغيزستان","কির্গিজস্তান","Kirgisistan","Kyrgyzstan","Kirguistán","Kirghizistan","Κιργιζία","किर्गिज़स्तान","Kirgizisztán","Kirgizstan","Kirghizistan","キルギス","키르기스스탄","Kirgizië","Kirgistan","Quirguistão","Киргизия","Kirgizistan","Kırgızistan","Kyrgyzstan","吉尔吉斯斯坦"
"Q1006","","10628972","غينيا","গিনি","Guinea","Guinea","Guinea","Guinée","Γουινέα","गिनी","Guinea","Guinea","Guinea","ギニア","기니","Guinee","Gwinea","Guiné","Гвинея","Guinea","Gine","Guinée","几内亚"
"Q817","","4660000","الكويت","কুয়েত","Kuwait","Kuwait","Kuwait","Koweït","Κουβέιτ","कुवैत","Kuvait","Kuwait","Kuwait","クウェート","쿠웨이트","Koeweit","Kuwejt","Kuwait","Кувейт","Kuwait","Kuveyt","Kuwait","科威特"
"Q1007","","1704255","غينيا بيساو","গিনি-বিসাউ","Guinea-Bissau","Guinea-Bissau","Guinea-Bisáu","Guinée-Bissau","Γουινέα-Μπισσάου","गिनी-बिसाऊ","Bissau-Guinea","Guinea-Bissau","Guinea-Bissau","ギニアビサウ","기니비사우","Guinee-Bissau","Gwinea Bissau","Guiné-Bissau","Гвинея-Бисау","Guinea-Bissau","Gine-Bissau","Guiné-Bissau","幾內亞比索"
"Q819","","6769727","لاوس","লাওস","Laos","Laos","Laos","Laos","Λάος","लाओस","Laosz","Laos","Laos","ラオス","라오스","Laos","Laos","Laos","Лаос","Laos","Laos","Lào","老挝"
"Q1008","","20316086","ساحل العاج","কোত দিভোয়ার","Elfenbeinküste","Ivory Coast","Costa de Marfil","Côte d'Ivoire","Ακτή Ελεφαντοστού","कोत द'ईवोआर","Elefántcsontpart","Pantai Gading","Costa d'Avorio","コートジボワール","코트디부아르","Ivoorkust","Wybrzeże Kości Słoniowej","Costa do Marfim","Кот-д’Ивуар","Elfenbenskusten","Fildişi Sahili","Bờ Biển Ngà","科特迪瓦"
"Q833","","29716965","ماليزيا","মালয়েশিয়া","Malaysia","Malaysia","Malasia","Malaisie","Μαλαισία","मलेशिया","Malajzia","Malaysia","Malesia","マレーシア","말레이시아","Maleisië","Malezja","Malásia","Малайзия","Malaysia","Malezya","Malaysia","马来西亚"
"Q836","","53259018","ميانمار","মায়ানমার","Myanmar","Myanmar","Birmania","Birmanie","Μιανμάρ","म्यान्मार","Mianmar","Myanmar","Birmania","ミャンマー","미얀마","Myanmar","Mjanma","Mianmar","Мьянма","Burma","Myanmar","Myanma","缅甸"
"Q1009","","22253959","الكاميرون","ক্যামেরুন","Kamerun","Cameroon","Camerún","Cameroun","Καμερούν","कैमरुन","Kamerun","Kamerun","Camerun","カメルーン","카메룬","Kameroen","Kamerun","Camarões","Камерун","Kamerun","Kamerun","Cameroon","喀麦隆"
"Q1013","","2074465","ليسوتو","লেসোথো","Lesotho","Lesotho","Lesoto","Lesotho","Λεσότο","लेसोथो","Lesotho","Lesotho","Lesotho","レソト","레소토","Lesotho","Lesotho","Lesoto","Лесото","Lesotho","Lesotho","Lesotho","莱索托"
"Q1014","","4294077","ليبيريا","লাইবেরিয়া","Liberia","Liberia","Liberia","Liberia","Λιβερία","लाइबेरिया","Libéria","Liberia","Liberia","リベリア","라이베리아","Liberia","Liberia","Libéria","Либерия","Liberia","Liberya","Liberia","利比里亚"
"Q837","","30986975","نيبال","নেপাল","Nepal","Nepal","Nepal","Népal","Νεπάλ","नेपाल","Nepál","Nepal","Nepal","ネパール","네팔","Nepal","Nepal","Nepal","Непал","Nepal","Nepal","Nepal","尼泊尔"
"Q842","","3632444","سلطنة عمان","ওমান","Oman","Oman","Omán","Oman","Ομάν","ओमान","Omán","Oman","Oman","オマーン","오만","Oman","Oman","Omã","Оман","Oman","Umman","Oman","阿曼"
